desc,valor,metraje
3 Dormitorios en Prado,U$S 290.000,141
3 Dormitorios en Parque Batlle,U$S 290.000,400
3 Dormitorios en Atahualpa,U$S 290.000,100
3 Dormitorios en Atahualpa,U$S 290.000,100
4 Dormitorios en Cordon,U$S 290.000,214
3 Dormitorios en Palermo,U$S 290.000,146
4 Dormitorios en Reducto,U$S 290.000,216
4 Dormitorios en Pocitos,U$S 290.000,149
4 Dormitorios en Carrasco Norte,U$S 290.000,
4 Dormitorios en Cordon,U$S 290.000,214
Más de 4 dormitorios en Prado,U$S 290.000,220
3 Dormitorios en Cordon,U$S 293.000,207
3 Dormitorios en Tres Cruces,U$S 293.000,207
3 Dormitorios en Punta Gorda,U$S 295.000,122
3 Dormitorios en Tres Cruces,U$S 295.000,180
3 Dormitorios en Buceo,U$S 295.000,150
3 Dormitorios en Carrasco Norte,U$S 295.000,86
Más de 4 dormitorios en Pocitos Nuevo,U$S 295.000,204
4 Dormitorios en La Blanqueada,U$S 295.000,190
4 Dormitorios en Tres Cruces,U$S 295.000,136
4 Dormitorios en Pocitos Nuevo,U$S 295.000,138
Más de 4 dormitorios en Parque Rodo,U$S 295.000,211
4 Dormitorios en Carrasco,U$S 295.000,180
Más de 4 dormitorios en La Teja,U$S 295.000,189
3 Dormitorios en Malvin,U$S 295.000,154
2 Dormitorios en Carrasco,U$S 295.000,75
Más de 4 dormitorios en Pocitos,U$S 295.000,206
Más de 4 dormitorios en Pocitos,U$S 295.000,211
3 Dormitorios en Atahualpa,U$S 295.000,120
Más de 4 dormitorios en La Blanqueada,U$S 295.000,
3 Dormitorios en Pocitos,U$S 295.000,97
3 Dormitorios en Punta Gorda,U$S 295.000,122
3 Dormitorios en Malvin,U$S 295.000,151
2 Dormitorios en Carrasco,U$S 295.000,70
4 Dormitorios en Palermo,U$S 295.000,145
2 Dormitorios en Parque Rodo,U$S 295.000,80
4 Dormitorios en Cordon,U$S 295.000,200
2 Dormitorios en Pocitos Nuevo,U$S 295.000,48
2 Dormitorios en Punta Carretas,U$S 295.000,80
4 Dormitorios en Carrasco Norte,U$S 295.000,240
Más de 4 dormitorios en Pocitos,U$S 295.000,204
3 Dormitorios en Punta Gorda,U$S 295.000,122
2 Dormitorios en Punta Carretas,U$S 295.000,80
Más de 4 dormitorios en Otro,U$S 295.000,211
3 Dormitorios en Cordon,U$S 295.000,198
Más de 4 dormitorios en Parque Rodo,U$S 295.000,211
4 Dormitorios en Cno. Carrasco,U$S 295.000,560
4 Dormitorios en Pocitos,U$S 295.000,
Más de 4 dormitorios en Jacinto Vera,U$S 295.000,135
2 Dormitorios en Punta Gorda,U$S 295.000,160
Más de 4 dormitorios en Cordon,U$S 295.000,195
3 Dormitorios en Pocitos Nuevo,U$S 295.000,127
3 Dormitorios en Punta Gorda,U$S 295.000,122
3 Dormitorios en Malvin,U$S 295.000,151
4 Dormitorios en Pocitos,U$S 295.000,144
Más de 4 dormitorios en Carrasco Norte,U$S 295.000,295
4 Dormitorios en Cordon,U$S 295.000,180
3 Dormitorios en La Comercial,U$S 295.000,170
3 Dormitorios en Nuevo Centro,U$S 295.000,190
4 Dormitorios en Tres Cruces,U$S 297.000,
4 Dormitorios en Pocitos,U$S 297.000,169
3 Dormitorios en Pocitos,U$S 297.000,169
4 Dormitorios en Bella Vista,U$S 298.000,349
3 Dormitorios en La Blanqueada,U$S 298.000,150
4 Dormitorios en Cordon,U$S 298.000,183
3 Dormitorios en Malvin,U$S 298.000,121
2 Dormitorios en La Blanqueada,U$S 298.000,193
2 Dormitorios en Pocitos,U$S 298.000,100
4 Dormitorios en Cordon,U$S 298.000,183
3 Dormitorios en La Blanqueada,U$S 298.000,107
4 Dormitorios en Carrasco,U$S 298.000,167
4 Dormitorios en Cordon,U$S 298.000,201
4 Dormitorios en Cordon,U$S 298.000,183
3 Dormitorios en Carrasco,U$S 298.000,131
4 Dormitorios en Carrasco,U$S 298.000,150
3 Dormitorios en Parque Batlle,U$S 299.000,162
2 Dormitorios en Pocitos Nuevo,U$S 299.000,151
Más de 4 dormitorios en Cordon,U$S 299.000,398
3 Dormitorios en Malvin,U$S 299.000,150
3 Dormitorios en Buceo,U$S 299.000,116
2 Dormitorios en Carrasco Norte,U$S 299.500,84
2 Dormitorios en Parque Rodo,U$S 299.997,95
4 Dormitorios en Barrio Sur,U$S 300.000,430
3 Dormitorios en Malvin,U$S 300.000,
3 Dormitorios en Prado,U$S 300.000,106
1 Dormitorio en Aguada,U$S 300.000,360
1 Ambiente en Tres Cruces,U$S 300.000,191
3 Dormitorios en Prado,U$S 300.000,160
4 Dormitorios en Cordon,U$S 300.000,240
2 Dormitorios en Carrasco,U$S 300.000,150
2 Dormitorios en Nuevo Centro,U$S 300.000,200
3 Dormitorios en Pocitos,U$S 300.000,190
3 Dormitorios en Malvin,U$S 300.000,100
2 Dormitorios en Carrasco Norte,U$S 300.000,58
3 Dormitorios en Malvin,U$S 300.000,160
Más de 4 dormitorios en Centro,U$S 300.000,332
Más de 4 dormitorios en Tres Cruces,U$S 300.000,177
1 Ambiente en Tres Cruces,U$S 300.000,177
Más de 4 dormitorios en Cordon,U$S 300.000,296
4 Dormitorios en Pocitos,U$S 300.000,121
4 Dormitorios en Prado,U$S 300.000,100
3 Dormitorios en Carrasco,U$S 300.000,142
3 Dormitorios en Pocitos Nuevo,U$S 300.000,190
4 Dormitorios en Malvin,U$S 300.000,200
4 Dormitorios en Ciudad Vieja,U$S 300.000,700
3 Dormitorios en Malvin,U$S 305.000,174
4 Dormitorios en La Blanqueada,U$S 305.000,360
4 Dormitorios en Pocitos,U$S 305.000,158
4 Dormitorios en Prado,U$S 305.000,173
3 Dormitorios en Prado,U$S 305.000,174
3 Dormitorios en Prado,U$S 305.000,174
3 Dormitorios en Parque Batlle,U$S 305.000,200
3 Dormitorios en Parque Miramar,U$S 305.000,99
3 Dormitorios en Sayago,U$S 305.000,174
3 Dormitorios en Sayago,U$S 305.000,170
3 Dormitorios en Sayago,U$S 305.000,174
3 Dormitorios en Sayago,U$S 305.000,174
4 Dormitorios en Cordon,U$S 307.000,317
3 Dormitorios en Carrasco,U$S 308.000,140
3 Dormitorios en Buceo,U$S 309.000,210
Más de 4 dormitorios en Parque Batlle,U$S 309.000,210
Más de 4 dormitorios en Buceo,U$S 309.000,210
Más de 4 dormitorios en Buceo,U$S 309.000,211
3 Dormitorios en Parque Batlle,U$S 309.000,210
Más de 4 dormitorios en Parque Rodo,U$S 310.000,150
3 Dormitorios en Carrasco Norte,U$S 310.000,171
3 Dormitorios en Prado,U$S 310.000,160
4 Dormitorios en Brazo Oriental,U$S 310.000,200
3 Dormitorios en La Blanqueada,U$S 310.000,184
3 Dormitorios en Carrasco,U$S 310.000,140
4 Dormitorios en Punta Carretas,U$S 310.000,160
3 Dormitorios en Malvin,U$S 310.000,131
Más de 4 dormitorios en Cordon,U$S 310.000,220
4 Dormitorios en La Blanqueada,U$S 310.000,
3 Dormitorios en Malvin,U$S 310.000,107
3 Dormitorios en La Blanqueada,U$S 310.000,128
3 Dormitorios en Carrasco Norte,U$S 310.000,240
3 Dormitorios en Malvin,U$S 310.000,240
3 Dormitorios en Parque Miramar,U$S 310.000,219
3 Dormitorios en Carrasco,U$S 310.000,150
3 Dormitorios en Malvin,U$S 310.000,107
3 Dormitorios en Carrasco,U$S 310.000,180
4 Dormitorios en Prado,U$S 310.000,164
Más de 4 dormitorios en Prado,U$S 310.000,
4 Dormitorios en Prado,U$S 310.000,
3 Dormitorios en Punta Gorda,U$S 310.000,122
2 Dormitorios en Pocitos Nuevo,U$S 310.000,125
Más de 4 dormitorios en Malvin,U$S 310.000,200
3 Dormitorios en Carrasco,U$S 310.000,165
Más de 4 dormitorios en Prado,U$S 310.000,327
3 Dormitorios en Buceo,U$S 310.000,
3 Dormitorios en Carrasco,U$S 310.000,180
3 Dormitorios en Punta Gorda,U$S 310.000,122
3 Dormitorios en La Blanqueada,U$S 310.000,362
3 Dormitorios en B. De Carrasco,U$S 310.000,120
3 Dormitorios en La Blanqueada,U$S 310.000,200
3 Dormitorios en La Blanqueada,U$S 310.000,200
Más de 4 dormitorios en Buceo,U$S 310.000,200
2 Dormitorios en Malvin Norte,U$S 310.000,300
Más de 4 dormitorios en Carrasco,U$S 315.000,75
3 Dormitorios en Prado,U$S 315.000,180
Más de 4 dormitorios en Prado,U$S 315.000,200
3 Dormitorios en Malvin,U$S 315.000,219
4 Dormitorios en Malvin,U$S 315.000,429
4 Dormitorios en Carrasco Norte,U$S 315.000,75
3 Dormitorios en Malvin,U$S 315.000,207
3 Dormitorios en B. De Carrasco,U$S 315.000,121
3 Dormitorios en Malvin,U$S 315.000,219
4 Dormitorios en Lezica,U$S 315.000,174
4 Dormitorios en Cordon,U$S 315.000,150
4 Dormitorios en Malvin,U$S 315.000,
3 Dormitorios en Prado,U$S 315.000,149
3 Dormitorios en Malvin,U$S 315.000,145
Más de 4 dormitorios en Punta Carretas,U$S 315.000,188
3 Dormitorios en Malvin,U$S 315.000,160
3 Dormitorios en Malvin,U$S 315.000,1
3 Dormitorios en Malvin,U$S 315.000,241
3 Dormitorios en Carrasco,U$S 318.000,150
3 Dormitorios en Pocitos,U$S 318.000,112
3 Dormitorios en Pocitos,U$S 319.000,170
3 Dormitorios en Parque Batlle,U$S 319.000,118
4 Dormitorios en Buceo,U$S 319.000,170
4 Dormitorios en Pocitos,U$S 319.000,170
3 Dormitorios en Pocitos Nuevo,U$S 319.000,371
3 Dormitorios en Pocitos Nuevo,U$S 319.000,140
3 Dormitorios en Pocitos,U$S 319.000,140
3 Dormitorios en Pocitos,U$S 319.000,140
3 Dormitorios en Prado,U$S 320.000,177
4 Dormitorios en Malvin,U$S 320.000,180
3 Dormitorios en Punta Gorda,U$S 320.000,130
3 Dormitorios en Pocitos,U$S 320.000,170
3 Dormitorios en La Blanqueada,U$S 320.000,110
3 Dormitorios en Cordon,U$S 320.000,150
3 Dormitorios en Buceo,U$S 320.000,
4 Dormitorios en Parque Miramar,U$S 320.000,120
3 Dormitorios en Punta Carretas,U$S 320.000,195
3 Dormitorios en Puerto Buceo,U$S 320.000,
3 Dormitorios en Parque Miramar,U$S 320.000,120
3 Dormitorios en Carrasco Norte,U$S 320.000,180
3 Dormitorios en Carrasco,U$S 320.000,85
3 Dormitorios en Parque Batlle,U$S 320.000,394
4 Dormitorios en Parque Rodo,U$S 320.000,
4 Dormitorios en La Blanqueada,U$S 320.000,140
Más de 4 dormitorios en Palermo,U$S 320.000,215
3 Dormitorios en Cordon,U$S 320.000,140
3 Dormitorios en Carrasco,U$S 320.000,77
3 Dormitorios en Cordon,U$S 320.000,280
2 Dormitorios en Cordon,U$S 320.000,90
3 Dormitorios en Pocitos,U$S 320.000,214
3 Dormitorios en Pocitos,U$S 320.000,214
3 Dormitorios en Palermo,U$S 320.000,280
4 Dormitorios en Tres Cruces,U$S 320.000,120
3 Dormitorios en Pocitos Nuevo,U$S 320.000,210
3 Dormitorios en La Blanqueada,U$S 320.000,83
4 Dormitorios en La Blanqueada,U$S 320.000,155
4 Dormitorios en Parque Miramar,U$S 320.000,120
3 Dormitorios en Pocitos,U$S 320.000,160
3 Dormitorios en Buceo,U$S 320.000,120
3 Dormitorios en Pocitos,U$S 320.000,
Más de 4 dormitorios en Punta Gorda,U$S 320.000,150
3 Dormitorios en La Blanqueada,U$S 320.000,200
3 Dormitorios en Pocitos,U$S 320.000,210
3 Dormitorios en Malvin,U$S 320.000,120
4 Dormitorios en Malvin,U$S 320.000,137
4 Dormitorios en La Blanqueada,U$S 320.000,180
Más de 4 dormitorios en Palermo,U$S 320.000,320000
3 Dormitorios en Parque Rodo,U$S 320.000,280
4 Dormitorios en Punta Gorda,U$S 320.000,
3 Dormitorios en Goes,U$S 320.000,200
4 Dormitorios en Malvin,U$S 320.000,140
3 Dormitorios en La Blanqueada,U$S 320.000,184
3 Dormitorios en Atahualpa,U$S 320.000,
3 Dormitorios en Sayago,U$S 320.000,377
3 Dormitorios en Pocitos,U$S 320.000,160
3 Dormitorios en Prado,U$S 320.000,100
3 Dormitorios en Parque Miramar,U$S 320.000,159
Más de 4 dormitorios en Parque Rodo,U$S 320.000,246
3 Dormitorios en Carrasco,U$S 320.000,77
3 Dormitorios en Parque Batlle,U$S 320.000,168
4 Dormitorios en La Blanqueada,U$S 320.000,252
4 Dormitorios en Punta Carretas,U$S 320.000,195
3 Dormitorios en Sayago,U$S 320.000,168
3 Dormitorios en Carrasco,U$S 320.000,77
3 Dormitorios en Punta Gorda,U$S 320.000,170
3 Dormitorios en Punta Gorda,U$S 320.000,100
3 Dormitorios en Malvin,U$S 320.000,220
1 Ambiente en Villa Muñoz,U$S 320.000,284
3 Dormitorios en Carrasco,U$S 320.000,77
3 Dormitorios en Pocitos,U$S 320.000,159
Más de 4 dormitorios en Punta Carretas,U$S 320.000,170
3 Dormitorios en Puerto Buceo,U$S 320.000,160
3 Dormitorios en Carrasco,U$S 320.000,160
4 Dormitorios en Prado,U$S 320.000,340
Más de 4 dormitorios en La Blanqueada,U$S 325.000,224
3 Dormitorios en Buceo,U$S 325.000,120
Más de 4 dormitorios en Pocitos,U$S 325.000,207
3 Dormitorios en Parque Batlle,U$S 325.000,238
2 Dormitorios en Parque Miramar,U$S 325.000,116
3 Dormitorios en Malvin,U$S 325.000,
Más de 4 dormitorios en Jacinto Vera,U$S 325.000,224
2 Dormitorios en Malvin,U$S 325.000,120
3 Dormitorios en Pocitos,U$S 325.000,243
4 Dormitorios en La Blanqueada,U$S 325.000,224
Más de 4 dormitorios en Prado,U$S 328.000,320
3 Dormitorios en Parque Rodo,U$S 328.000,180
4 Dormitorios en Prado,U$S 328.000,318
3 Dormitorios en Malvin,U$S 328.000,140
Más de 4 dormitorios en Prado,U$S 328.000,320
3 Dormitorios en Carrasco Norte,U$S 328.000,200
Más de 4 dormitorios en Prado,U$S 328.000,260
4 Dormitorios en Prado,U$S 329.000,166
4 Dormitorios en Malvin,U$S 329.000,175
Más de 4 dormitorios en La Blanqueada,U$S 329.000,250
Más de 4 dormitorios en Prado,U$S 329.000,260
3 Dormitorios en Malvin,U$S 329.000,150
3 Dormitorios en Malvin,U$S 329.000,
3 Dormitorios en Parque Batlle,U$S 330.000,200
3 Dormitorios en Punta Gorda,U$S 330.000,120
4 Dormitorios en La Blanqueada,U$S 330.000,250
4 Dormitorios en Punta Carretas,U$S 330.000,132
Más de 4 dormitorios en Centro,U$S 330.000,234
4 Dormitorios en Prado,U$S 330.000,250
Más de 4 dormitorios en Cordon,U$S 330.000,
3 Dormitorios en Malvin,U$S 330.000,96
3 Dormitorios en Carrasco,U$S 330.000,110
Más de 4 dormitorios en Prado,U$S 330.000,252
Más de 4 dormitorios en La Blanqueada,U$S 330.000,250
3 Dormitorios en La Blanqueada,U$S 330.000,171
4 Dormitorios en Punta Carretas,U$S 330.000,196
3 Dormitorios en Parque Miramar,U$S 330.000,115
3 Dormitorios en La Blanqueada,U$S 330.000,
3 Dormitorios en Pocitos,U$S 330.000,117
4 Dormitorios en Buceo,U$S 330.000,240
3 Dormitorios en La Blanqueada,U$S 330.000,185
4 Dormitorios en Carrasco Norte,U$S 330.000,90
3 Dormitorios en Bella Vista,U$S 330.000,213
3 Dormitorios en Malvin,U$S 330.000,
3 Dormitorios en Malvin Norte,U$S 330.000,221
2 Dormitorios en Carrasco,U$S 330.000,240
3 Dormitorios en Parque Miramar,U$S 330.000,115
3 Dormitorios en Prado,U$S 330.000,
3 Dormitorios en Pocitos,U$S 330.000,107
3 Dormitorios en Punta Carretas,U$S 330.000,
4 Dormitorios en Malvin,U$S 330.000,200
3 Dormitorios en Atahualpa,U$S 330.000,130
3 Dormitorios en Pocitos,U$S 330.000,117
3 Dormitorios en Carrasco,U$S 330.000,130
3 Dormitorios en Malvin,U$S 330.000,109
4 Dormitorios en Carrasco Norte,U$S 330.000,
3 Dormitorios en Pocitos,U$S 330.000,107
3 Dormitorios en Carrasco,U$S 330.000,130
Más de 4 dormitorios en Prado,U$S 330.000,249
4 Dormitorios en La Blanqueada,U$S 330.000,109
3 Dormitorios en Pocitos,U$S 330.000,100
3 Dormitorios en Punta Gorda,U$S 330.000,120
3 Dormitorios en Malvin,U$S 330.000,138
3 Dormitorios en Pocitos,U$S 330.000,165
Más de 4 dormitorios en Tres Cruces,U$S 330.000,
2 Dormitorios en Pocitos,U$S 330.000,95
3 Dormitorios en Punta Gorda,U$S 330.000,110
3 Dormitorios en Buceo,U$S 330.000,96
4 Dormitorios en Punta Carretas,U$S 330.000,132
3 Dormitorios en Punta Gorda,U$S 330.000,142
3 Dormitorios en Carrasco,U$S 330.000,115
Más de 4 dormitorios en La Blanqueada,U$S 330.000,470
2 Dormitorios en La Blanqueada,U$S 330.000,200
3 Dormitorios en Pocitos,U$S 330.000,
3 Dormitorios en Pocitos,U$S 330.000,
2 Dormitorios en Pocitos,U$S 330.000,155
Más de 4 dormitorios en Cordon,U$S 330.000,460
4 Dormitorios en Atahualpa,U$S 330.000,223
4 Dormitorios en Tres Cruces,U$S 330.000,240
3 Dormitorios en Buceo,U$S 330.000,
3 Dormitorios en Pocitos,U$S 330.000,190
3 Dormitorios en Brazo Oriental,U$S 330.000,223
3 Dormitorios en Pocitos,U$S 330.000,117
3 Dormitorios en La Blanqueada,U$S 330.000,165
3 Dormitorios en Parque Batlle,U$S 330.000,250
3 Dormitorios en Punta Gorda,U$S 330.000,130
Más de 4 dormitorios en Prado,U$S 330.000,250
1 Dormitorio en Buceo,U$S 330.000,160
3 Dormitorios en Malvin,U$S 330.000,
3 Dormitorios en Punta Gorda,U$S 330.000,120
2 Dormitorios en Carrasco Norte,U$S 335.000,
4 Dormitorios en La Blanqueada,U$S 335.000,210
3 Dormitorios en Malvin,U$S 335.000,150
3 Dormitorios en Atahualpa,U$S 335.000,490
3 Dormitorios en Malvin,U$S 335.000,
3 Dormitorios en Pocitos Nuevo,U$S 335.000,170
3 Dormitorios en Punta Gorda,U$S 335.000,200
4 Dormitorios en Carrasco Norte,U$S 335.000,180
4 Dormitorios en Prado,U$S 335.000,150
Más de 4 dormitorios en Brazo Oriental,U$S 335.000,103
3 Dormitorios en Malvin,U$S 335.000,150
4 Dormitorios en Malvin,U$S 335.000,169
Más de 4 dormitorios en Punta Gorda,U$S 336.000,170
3 Dormitorios en Carrasco,U$S 337.000,150
4 Dormitorios en Malvin,U$S 339.000,161
4 Dormitorios en Atahualpa,U$S 340.000,
3 Dormitorios en Punta Carretas,U$S 340.000,140
3 Dormitorios en La Blanqueada,U$S 340.000,141
4 Dormitorios en Malvin,U$S 340.000,
3 Dormitorios en Pocitos,U$S 340.000,144
3 Dormitorios en Malvin,U$S 340.000,122
3 Dormitorios en Prado,U$S 340.000,420
3 Dormitorios en Punta Gorda,U$S 340.000,125
4 Dormitorios en Prado,U$S 340.000,160
3 Dormitorios en Atahualpa,U$S 340.000,132
4 Dormitorios en Punta Gorda,U$S 340.000,200
4 Dormitorios en Prado,U$S 340.000,192
3 Dormitorios en Prado,U$S 340.000,150
4 Dormitorios en Punta Gorda,U$S 340.000,330
Más de 4 dormitorios en La Blanqueada,U$S 340.000,240
4 Dormitorios en Pocitos Nuevo,U$S 340.000,120
4 Dormitorios en Parque Rodo,U$S 340.000,177
3 Dormitorios en Parque Miramar,U$S 340.000,180
4 Dormitorios en Pocitos,U$S 340.000,120
3 Dormitorios en B. De Carrasco,U$S 340.000,100
3 Dormitorios en Prado,U$S 340.000,127
3 Dormitorios en Pocitos,U$S 340.000,138
4 Dormitorios en Malvin,U$S 340.000,169
3 Dormitorios en Punta Carretas,U$S 340.000,110
2 Dormitorios en Pocitos,U$S 340.000,90
3 Dormitorios en Carrasco,U$S 340.000,120
4 Dormitorios en Buceo,U$S 340.000,204
Más de 4 dormitorios en Aguada,U$S 340.000,443
3 Dormitorios en Parque Batlle,U$S 340.000,150
3 Dormitorios en Prado,U$S 340.000,350
2 Dormitorios en Palermo,U$S 340.000,179
4 Dormitorios en Malvin,U$S 340.000,122
Más de 4 dormitorios en Parque Rodo,U$S 340.000,177
Más de 4 dormitorios en Carrasco Norte,U$S 340.000,290
3 Dormitorios en Punta Carretas,U$S 340.000,140
4 Dormitorios en Pocitos,U$S 340.000,170
3 Dormitorios en Punta Gorda,U$S 340.000,90
3 Dormitorios en Pocitos,U$S 340.000,
3 Dormitorios en Parque Batlle,U$S 340.000,131
2 Dormitorios en Brazo Oriental,U$S 340.000,100
3 Dormitorios en Malvin,U$S 340.000,241
2 Dormitorios en Pocitos,U$S 340.000,95
3 Dormitorios en Malvin,U$S 340.000,241
4 Dormitorios en Prado,U$S 340.000,250
4 Dormitorios en Prado,U$S 343.000,174
3 Dormitorios en Prado,U$S 343.000,174
4 Dormitorios en Parque Batlle,U$S 345.000,120
4 Dormitorios en Carrasco Norte,U$S 345.000,116
3 Dormitorios en Buceo,U$S 345.000,
Más de 4 dormitorios en Carrasco Norte,U$S 345.000,134
3 Dormitorios en Brazo Oriental,U$S 345.000,220
Más de 4 dormitorios en Parque Rodo,U$S 345.000,150
Más de 4 dormitorios en Carrasco,U$S 345.000,134
3 Dormitorios en Parque Batlle,U$S 345.000,224
3 Dormitorios en Carrasco Norte,U$S 345.000,120
4 Dormitorios en Carrasco,U$S 345.000,130
3 Dormitorios en Pocitos,U$S 345.000,224
3 Dormitorios en Nuevo Centro,U$S 345.000,234
3 Dormitorios en Parque Batlle,U$S 345.000,
4 Dormitorios en Carrasco Norte,U$S 345.000,134
2 Dormitorios en Parque Batlle,U$S 345.000,193
4 Dormitorios en Carrasco,U$S 345.000,97
4 Dormitorios en Carrasco,U$S 347.000,150
Más de 4 dormitorios en Malvin,U$S 347.500,197
3 Dormitorios en Punta Gorda,U$S 348.000,120
Más de 4 dormitorios en Buceo,U$S 348.000,220
3 Dormitorios en Parque Miramar,U$S 348.000,194
Más de 4 dormitorios en Parque Batlle,U$S 348.000,204
2 Dormitorios en Carrasco Norte,U$S 349.000,230
Más de 4 dormitorios en Malvin,U$S 349.000,160
Más de 4 dormitorios en Punta Carretas,U$S 349.000,218
Más de 4 dormitorios en Punta Carretas,U$S 349.000,218
Más de 4 dormitorios en Golf,U$S 349.000,218
Más de 4 dormitorios en Pocitos,U$S 349.000,218
4 Dormitorios en Carrasco Norte,U$S 349.000,
Más de 4 dormitorios en Pocitos,U$S 349.000,218
Más de 4 dormitorios en Prado,U$S 349.000,
Más de 4 dormitorios en Golf,U$S 349.000,218
Más de 4 dormitorios en Otro,U$S 349.000,218
4 Dormitorios en Pocitos,U$S 350.000,140
3 Dormitorios en Malvin,U$S 350.000,144
3 Dormitorios en Pocitos,U$S 350.000,148
3 Dormitorios en Perez Castellanos,U$S 350.000,
Más de 4 dormitorios en Union,U$S 350.000,
Más de 4 dormitorios en Ciudad Vieja,U$S 350.000,
2 Dormitorios en Punta Carretas,U$S 350.000,212
3 Dormitorios en Malvin,U$S 350.000,240
3 Dormitorios en Punta Gorda,U$S 350.000,100
Más de 4 dormitorios en Aguada,U$S 350.000,205
3 Dormitorios en Carrasco,U$S 350.000,
Más de 4 dormitorios en Pocitos,U$S 350.000,
Más de 4 dormitorios en Ciudad Vieja,U$S 350.000,350
4 Dormitorios en Prado,U$S 350.000,201
3 Dormitorios en Prado,U$S 350.000,
3 Dormitorios en Carrasco Norte,U$S 350.000,179
3 Dormitorios en Otro,U$S 350.000,
3 Dormitorios en Malvin,U$S 350.000,156
4 Dormitorios en Carrasco Norte,U$S 350.000,
2 Dormitorios en Punta Gorda,U$S 350.000,200
4 Dormitorios en Carrasco,U$S 350.000,150
3 Dormitorios en Punta Gorda,U$S 350.000,315
3 Dormitorios en Reducto,U$S 350.000,130
4 Dormitorios en Carrasco,U$S 350.000,140
3 Dormitorios en Malvin,U$S 350.000,192
3 Dormitorios en Malvin,U$S 350.000,168
3 Dormitorios en Carrasco,U$S 350.000,140
2 Dormitorios en Malvin Norte,U$S 350.000,1110
4 Dormitorios en Parque Batlle,U$S 350.000,139
3 Dormitorios en Carrasco Norte,U$S 350.000,258
Más de 4 dormitorios en Carrasco Norte,U$S 350.000,
Más de 4 dormitorios en Cordon,U$S 350.000,250
4 Dormitorios en Carrasco,U$S 350.000,500
3 Dormitorios en Pocitos,U$S 350.000,125
2 Dormitorios en Ciudad Vieja,U$S 350.000,340
3 Dormitorios en Parque Batlle,U$S 350.000,229
2 Dormitorios en Carrasco,U$S 350.000,220
3 Dormitorios en Belvedere,U$S 350.000,267
3 Dormitorios en Cordon,U$S 350.000,110
3 Dormitorios en Pocitos,U$S 350.000,148
3 Dormitorios en Palermo,U$S 350.000,200
2 Dormitorios en Punta Carretas,U$S 350.000,160
3 Dormitorios en La Blanqueada,U$S 350.000,150
1 Ambiente en Ciudad Vieja,U$S 350.000,288
4 Dormitorios en Malvin,U$S 350.000,120
3 Dormitorios en Malvin,U$S 350.000,
4 Dormitorios en Carrasco,U$S 350.000,230
3 Dormitorios en Pocitos,U$S 350.000,146
Más de 4 dormitorios en Ciudad Vieja,U$S 350.000,
